"Review","Study","column_name","column_value","random_sequence_generation","allocation_concealment","blinding_of_participants_and_personnel","blinding_of_outcome_assessment","blinding_of_participant_personnel_outcome","incomplete_outcome_data","selective_outcome_reporting","other_bias","unknown","number_cat"
"CD003962","Buemi 2000","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Camara 1991","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","CAST-IgA 2018","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chan 1987","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chan 2003","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chen  2004","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chen 2006","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chen 2007","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Cheng 1998a","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Cheng 2015","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Clarkson 1980","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Costanzi 2006","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Donadio 1994","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Donadio 2001","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Frasca 1997","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Guan 2005","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Guo 2010","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Hashizume 1998","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","HKVIN  2006","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Horita 2004","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Horita 2007","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Hotta 1993","Random_sequence_generation__selection_bias_","High risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Houssin 1984","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","IgACE 2001","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","JLIGHT 2003","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Jo 2016","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kanno 2005","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kano 2003","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kawasaki 2006","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kittiskulnam 2014","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Lee 1997","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2006","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2008e","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2013d","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2013e","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2007","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2012","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2016e","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2019","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Lv 2009a","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Maschio 1994","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","NA IgAN 1995","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Nakamura 2000","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Nakamura 2007","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Nakao 2001","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Panichi 2000","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Park  2003","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Perico 1998","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Pettersson 1994","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Praga 2003","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Qian 1987","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Roccatello 2000","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Ross 2003","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Russo 2001","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Sato 1990","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shi 2002","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shi 2012","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shima 2018","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shima 2019","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shimizu 2008","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Song 2003","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Szeto 2013","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Tesar 1999","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Wei 2013","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Woo 2000","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Woo 2008","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Wu 2003","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Wu 2016","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Xiaowei 2020","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Yang 2016","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Ye 2014","Random_sequence_generation__selection_bias_","Low risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Yoshikawa 1997","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Zhou 2011","Random_sequence_generation__selection_bias_","Unclear risk",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Adamkova 1989","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Alexopoulos 2004","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bang 1994","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bang 2011","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bannister 1995","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bennett 1989","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bo 2000","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Buemi 2000","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Camara 1991","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","CAST-IgA 2018","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chan 1987","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chan 2003","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chen  2004","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chen 2006","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chen 2007","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Cheng 1998a","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Cheng 2015","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Clarkson 1980","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Costanzi 2006","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Donadio 1994","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Donadio 2001","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Frasca 1997","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Guan 2005","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Guo 2010","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Hashizume 1998","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","HKVIN  2006","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Horita 2004","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Horita 2007","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Hotta 1993","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Houssin 1984","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","IgACE 2001","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","JLIGHT 2003","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Jo 2016","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kanno 2005","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kano 2003","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kawasaki 2006","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Kittiskulnam 2014","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Lee 1997","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2006","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2008e","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2013d","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Li 2013e","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2007","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2012","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2016e","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Liu 2019","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Lv 2009a","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Maschio 1994","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","NA IgAN 1995","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Nakamura 2000","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Nakamura 2007","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Nakao 2001","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Panichi 2000","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Park  2003","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Perico 1998","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Pettersson 1994","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Praga 2003","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Qian 1987","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Roccatello 2000","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Ross 2003","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Russo 2001","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Sato 1990","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shi 2002","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shi 2012","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shima 2018","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shima 2019","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Shimizu 2008","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Song 2003","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Szeto 2013","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Tesar 1999","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Wei 2013","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Woo 2000","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Woo 2008","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Wu 2003","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Wu 2016","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Xiaowei 2020","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Yang 2016","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Ye 2014","Allocation_concealment__selection_bias_","Low risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Yoshikawa 1997","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Zhou 2011","Allocation_concealment__selection_bias_","Unclear risk",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Adamkova 1989","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Unclear risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Alexopoulos 2004","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","High risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bang 1994","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Unclear risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bang 2011","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Low risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bannister 1995","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Unclear risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bennett 1989","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","High risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Bo 2000","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Unclear risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Buemi 2000","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Low risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Camara 1991","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Low risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","CAST-IgA 2018","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","High risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"CD003962","Chan 1987","Blinding_of_participants_and_personnel__performance_bias___All_outcomes","Unclear risk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
