"group"	"DOI"	"Title"	"Year"
"children_and_adults"	"10.1002/14651858.CD003295.pub4"	"Prophylactic antibiotics for preventing gram‐positive infections associated with long‐term central venous catheters in adults and children receiving treatment for cancer"	2021
"children"	"10.1002/14651858.CD004447.pub3"	"Recombinant growth hormone therapy for X‐linked hypophosphatemia in children"	2021
"children"	"10.1002/14651858.CD008846.pub3"	"Mass drug administration for malaria"	2021
"children"	"10.1002/14651858.CD007662.pub3"	"Pharmacotherapy for trichotillomania"	2021
"children"	"10.1002/14651858.CD013335.pub2"	"Monitoring of gastric residual volume during enteral nutrition"	2021
"children"	"10.1002/14651858.CD013380.pub2"	"Interventions in outside‐school hours childcare settings for promoting physical activity amongst schoolchildren aged 4 to 12 years"	2021
"children"	"10.1002/14651858.CD007651.pub3"	"School‐based physical activity programs for promoting physical activity and fitness in children and adolescents aged 6 to 18"	2021
"children"	"10.1002/14651858.CD010062.pub3"	"Sulthiame monotherapy for epilepsy"	2021
"children"	"10.1002/14651858.CD010288.pub5"	"Anti‐IgE therapy for allergic bronchopulmonary aspergillosis in people with cystic fibrosis"	2021
"children_and_adults"	"10.1002/14651858.CD009806.pub3"	"Enzyme replacement therapy with galsulfase for mucopolysaccharidosis type VI"	2021
"children_and_adults"	"10.1002/14651858.CD013225.pub3"	"Treatments for seizures in catamenial (menstrual‐related) epilepsy"	2021
"children"	"10.1002/14651858.CD003737.pub4"	"Interventions for intermittent exotropia"	2021
"children"	"10.1002/14651858.CD013489.pub2"	"Non‐pharmacological interventions for stuttering in children six years and younger"	2021
"children"	"10.1002/14651858.CD013682.pub2"	"Whole‐cell pertussis vaccine in early infancy for the prevention of allergy in children"	2021
"children_and_adults"	"10.1002/14651858.CD013173.pub2"	"Behavioural and cognitive behavioural therapy for obsessive compulsive disorder (OCD) in individuals with autism spectrum disorder (ASD)"	2021
"children_and_adults"	"10.1002/14651858.CD011405.pub2"	"High‐dose chemotherapy followed by autologous haematopoietic cell transplantation for children, adolescents, and young adults with primary metastatic Ewing sarcoma"	2021
"children_and_adults"	"10.1002/14651858.CD011406.pub2"	"High‐dose chemotherapy followed by autologous haematopoietic cell transplantation for children, adolescents, and young adults with first recurrence of Ewing sarcoma"	2021
"children_and_adults"	"10.1002/14651858.CD011564.pub3"	"Vitamin D supplementation for chronic liver diseases in adults"	2021
"children"	"10.1002/14651858.CD001241.pub8"	"Slow advancement of enteral feed volumes to prevent necrotising enterocolitis in very low birth weight infants"	2021
"children"	"10.1002/14651858.CD011907.pub3"	"Rituximab for eradicating inhibitors in people with acquired haemophilia A"	2021
"children_and_adults"	"10.1002/14651858.CD008901.pub5"	"Recombinant growth hormone therapy for cystic fibrosis in children and young adults"	2021
"children"	"10.1002/14651858.CD012322.pub2"	"Short versus long feeding interval for bolus feedings in very preterm infants"	2021
"children"	"10.1002/14651858.CD014201"	"Clotting factor concentrates for preventing bleeding and bleeding‐related complications in previously treated individuals with haemophilia A or B"	2021
"children"	"10.1002/14651858.CD006822.pub6"	"Heliox for croup in children"	2021
"children"	"10.1002/14651858.CD011786.pub3"	"Chloral hydrate as a sedating agent for neurodiagnostic procedures in children"	2021
"children"	"10.1002/14651858.CD005620.pub3"	"Direct composite resin fillings versus amalgam fillings for permanent posterior teeth"	2021
"children_and_adults"	"10.1002/14651858.CD013441.pub2"	"Individual‐level interventions to reduce personal exposure to outdoor air pollution and their effects on people with long‐term respiratory conditions"	2021
"children"	"10.1002/14651858.CD009719.pub3"	"Continuous versus bolus intermittent intragastric tube feeding for preterm and low birth weight infants with gastro‐oesophageal reflux disease"	2021
"children_and_adults"	"10.1002/14651858.CD009149.pub3"	"Primary‐level worker interventions for the care of people living with mental disorders and distress in low‐ and middle‐income countries"	2021
"children_and_adults"	"10.1002/14651858.CD011108.pub3"	"Hydromorphone for cancer pain"	2021
"children"	"10.1002/14651858.CD005249.pub3"	"Push versus gravity for intermittent bolus gavage tube feeding of preterm and low birth weight infants"	2021
"children_and_adults"	"10.1002/14651858.CD012924.pub2"	"Physical therapy interventions, other than general physical exercise interventions, in children and adolescents before, during and following treatment for cancer"	2021
"children"	"10.1002/14651858.CD013488.pub2"	"Timing of pancreatic enzyme replacement therapy (PERT) in cystic fibrosis"	2021
"children"	"10.1002/14651858.CD009326.pub4"	"Schedules for home visits in the early postpartum period"	2021
"children"	"10.1002/14651858.CD011525.pub3"	"Intermittent preventive treatment for malaria in infants"	2021
"children"	"10.1002/14651858.CD002059.pub4"	"Opioid treatment for opioid withdrawal in newborn infants"	2021
"children"	"10.1002/14651858.CD013277.pub2"	"Sunlight for the prevention and treatment of hyperbilirubinemia in term and late preterm neonates"	2021
"children"	"10.1002/14651858.CD012756.pub2"	"Bisphosphonate use in children with cerebral palsy"	2021
"children"	"10.1002/14651858.CD013117.pub2"	"Ivermectin treatment in humans for reducing malaria transmission"	2021
"children"	"10.1002/14651858.CD001819.pub3"	"Continuous nasogastric milk feeding versus intermittent bolus milk feeding for preterm infants less than 1500 grams"	2021
"children"	"10.1002/14651858.CD010070.pub3"	"Altered dietary salt intake for people with chronic kidney disease"	2021
"children_and_adults"	"10.1002/14651858.CD002007.pub5"	"Single versus combination intravenous anti‐pseudomonal antibiotic therapy for people with cystic fibrosis"	2021
"children_and_adults"	"10.1002/14651858.CD008907.pub4"	"Eslicarbazepine acetate add‐on therapy for drug‐resistant focal epilepsy"	2021
"children"	"10.1002/14651858.CD012671.pub2"	"Tracheal suction at birth in non‐vigorous neonates born through meconium‐stained amniotic fluid"	2021
"children"	"10.1002/14651858.CD003031.pub4"	"Prophylactic drug management for febrile seizures in children"	2021
"children_and_adults"	"10.1002/14651858.CD013697.pub2"	"Oral antibiotics for chronic blepharitis"	2021
"children_and_adults"	"10.1002/14651858.CD000215.pub5"	"Anthelmintics for people with neurocysticercosis"	2021
"children_and_adults"	"10.1002/14651858.CD009289.pub2"	"Topical azole treatments for otomycosis"	2021
"children"	"10.1002/14651858.CD013674.pub2"	"New generation antidepressants for depression in children and adolescents: a network meta‐analysis"	2021
"children"	"10.1002/14651858.CD012776.pub3"	"Piperonyl butoxide (PBO) combined with pyrethroids in insecticide‐treated nets to prevent malaria in Africa"	2021
"children_and_adults"	"10.1002/14651858.CD011710.pub3"	"Internet‐based cognitive and behavioural therapies for post‐traumatic stress disorder (PTSD) in adults"	2021
"children"	"10.1002/14651858.CD002053.pub4"	"Sedatives for opioid withdrawal in newborn infants"	2021
"children_and_adults"	"10.1002/14651858.CD008841.pub3"	"Lacosamide add‐on therapy for focal epilepsy"	2021
"children"	"10.1002/14651858.CD013837.pub2"	"Antibiotic regimens for early‐onset neonatal sepsis"	2021
"children"	"10.1002/14651858.CD008496.pub3"	"Non‐drug therapies for the secondary prevention of lower limb muscle cramps"	2021
"children_and_adults"	"10.1002/14651858.CD001496.pub2"	"Pharmacological and surgical interventions for the treatment of gastro‐oesophageal reflux in adults and children with asthma"	2021
"children"	"10.1002/14651858.CD009858.pub3"	"Rubber dam isolation for restorative treatment in dental patients"	2021
"children"	"10.1002/14651858.CD011672.pub2"	"Surfactant therapy via thin catheter in preterm infants with or at risk of respiratory distress syndrome"	2021
"children"	"10.1002/14651858.CD013836.pub2"	"Antibiotic regimens for late‐onset neonatal sepsis"	2021
"children"	"10.1002/14651858.CD001150.pub4"	"Topical emollient for preventing infection in preterm infants"	2021
"children"	"10.1002/14651858.CD007899.pub3"	"Paying for performance to improve the delivery of health interventions in low‐ and middle‐income countries"	2021
"children"	"10.1002/14651858.CD013235.pub2"	"Rapid versus standard antimicrobial susceptibility testing to guide treatment of bloodstream infection"	2021
"children_and_adults"	"10.1002/14651858.CD007144.pub3"	"Immediate antiepileptic drug treatment, versus placebo, deferred, or no treatment for first unprovoked seizure"	2021
"children_and_adults"	"10.1002/14651858.CD003424.pub5"	"Drug therapies for reducing gastric acidity in people with cystic fibrosis"	2021
"children_and_adults"	"10.1002/14651858.CD013170.pub2"	"Cough augmentation techniques for people with chronic neuromuscular disorders"	2021
"children"	"10.1002/14651858.CD014955"	"Day care as a strategy for drowning prevention in children under 6 years of age in low‐ and middle‐income countries"	2021
"children"	"10.1002/14651858.CD011025.pub3"	"Transcranial magnetic stimulation for the treatment of epilepsy"	2021
"children"	"10.1002/14651858.CD008708.pub5"	"Hematopoietic stem cell transplantation for people with β‐thalassaemia"	2021
"children_and_adults"	"10.1002/14651858.CD010682.pub3"	"Antidepressants for people with epilepsy and depression"	2021
"children_and_adults"	"10.1002/14651858.CD007694.pub3"	"Regular treatment with formoterol and an inhaled corticosteroid versus regular treatment with salmeterol and an inhaled corticosteroid for chronic asthma: serious adverse events"	2021
"children"	"10.1002/14651858.CD012866.pub2"	"Bed sharing versus no bed sharing for healthy term neonates"	2021
"children_and_adults"	"10.1002/14651858.CD003277.pub4"	"Anti‐seizure medications for Lennox‐Gastaut syndrome"	2021
"children"	"10.1002/14651858.CD012493.pub2"	"Disease‐modifying treatments for primary autoimmune haemolytic anaemia"	2021
"children_and_adults"	"10.1002/14651858.CD012250.pub2"	"Circumcision devices versus standard surgical techniques in adolescent and adult male circumcisions"	2021
"children"	"10.1002/14651858.CD012862.pub2"	"Interventions for atypical haemolytic uraemic syndrome"	2021
"children"	"10.1002/14651858.CD009969.pub2"	"Lung recruitment manoeuvres for reducing mortality and respiratory morbidity in mechanically ventilated neonates"	2021
"children"	"10.1002/14651858.CD004434.pub6"	"Endothelin receptor antagonists for pulmonary arterial hypertension"	2021
"children_and_adults"	"10.1002/14651858.CD001127.pub5"	"Dornase alfa for cystic fibrosis"	2021
"children"	"10.1002/14651858.CD013732.pub2"	"Opioids for newborn infants receiving mechanical ventilation"	2021
"children_and_adults"	"10.1002/14651858.CD012823.pub2"	"Effectiveness of psychosocial interventions for reducing parental substance misuse"	2021
"children"	"10.1002/14651858.CD003427.pub5"	"Prophylactic antibiotics for preventing pneumococcal infection in children with sickle cell disease"	2021
"children"	"10.1002/14651858.CD000230.pub6"	"Zinc supplementation for improving pregnancy and infant outcome"	2021
"children"	"10.1002/14651858.CD012797.pub2"	"Enteral zinc supplementation for prevention of morbidity and mortality in preterm neonates"	2021
"children"	"10.1002/14651858.CD012413.pub3"	"High versus standard volume enteral feeds to promote growth in preterm or low birth weight infants"	2021
"children"	"10.1002/14651858.CD012827.pub2"	"Open versus laparoscopic pyloromyotomy for pyloric stenosis"	2021
"children_and_adults"	"10.1002/14651858.CD007923.pub6"	"Timing of dornase alfa inhalation for cystic fibrosis"	2021
"children"	"10.1002/14651858.CD013667.pub2"	"Interventions for self‐harm in children and adolescents"	2021
"children_and_adults"	"10.1002/14651858.CD013498.pub2"	"(Ultra‐)long‐acting insulin analogues for people with type 1 diabetes mellitus"	2021
"children_and_adults"	"10.1002/14651858.CD010172.pub3"	"High‐flow nasal cannulae for respiratory support in adult intensive care patients"	2021
"children_and_adults"	"10.1002/14651858.CD013099.pub2"	"Interventions for bacterial folliculitis and boils (furuncles and carbuncles)"	2021
"children"	"10.1002/14651858.CD003811.pub3"	"Antibiotics to prevent complications following tooth extractions"	2021
"children"	"10.1002/14651858.CD012006.pub2"	"Patient and lay carer education for preventing pressure ulceration in at‐risk populations"	2021
"children"	"10.1002/14651858.CD002777.pub2"	"High versus low medium chain triglyceride content of formula for promoting short‐term growth of preterm infants"	2021
"children"	"10.1002/14651858.CD011466.pub2"	"Fluid restriction in the management of transient tachypnea of the newborn"	2021
"children"	"10.1002/14651858.CD013457.pub2"	"The effectiveness and adverse effects of D‐cycloserine compared with placebo on social and communication skills in individuals with autism spectrum disorder"	2021
"children"	"10.1002/14651858.CD012882.pub2"	"Integrated community case management of childhood illness in low‐ and middle‐income countries"	2021
"children"	"10.1002/14651858.CD008013.pub3"	"Antidepressants for functional abdominal pain disorders in children and adolescents"	2021
"children"	"10.1002/14651858.CD011878.pub3"	"Salbutamol for transient tachypnea of the newborn"	2021
"children"	"10.1002/14651858.CD012899.pub2"	"Urgent‐start peritoneal dialysis versus haemodialysis for people with chronic kidney disease"	2021
"children"	"10.1002/14651858.CD011973.pub2"	"Beta‐blockers versus placebo or no intervention for primary prophylaxis of oesophageal variceal bleeding in children with chronic liver disease or portal vein thrombosis"	2021
"children"	"10.1002/14651858.CD011561.pub2"	"Band ligation versus sham or no intervention for primary prophylaxis of oesophageal variceal bleeding in children and adolescents with chronic liver disease or portal vein thrombosis"	2021
"children"	"10.1002/14651858.CD007468.pub4"	"Surgical interventions for the early management of Bell's palsy"	2021
"children"	"10.1002/14651858.CD013211.pub2"	"Effect of atorvastatin on testosterone levels"	2021
"children"	"10.1002/14651858.CD003032.pub5"	"Ethosuximide, sodium valproate or lamotrigine for absence seizures in children and adolescents"	2021
"children_and_adults"	"10.1002/14651858.CD013529.pub2"	"Interventions for treating iron deficiency anaemia in inflammatory bowel disease"	2021
"children"	"10.1002/14651858.CD011865.pub2"	"Payment methods for healthcare providers working in outpatient healthcare settings"	2021
"children"	"10.1002/14651858.CD009576.pub3"	"Antibiotic therapy versus no antibiotic therapy for children aged 2 to 59 months with WHO‐defined non‐severe pneumonia and wheeze"	2021
"children_and_adults"	"10.1002/14651858.CD011302.pub3"	"Wheat flour fortification with iron and other micronutrients for reducing anaemia and improving iron status in populations"	2021
"children_and_adults"	"10.1002/14651858.CD004529.pub3"	"Atovaquone‐proguanil for treating uncomplicated Plasmodium falciparum malaria"	2021
"children"	"10.1002/14651858.CD013133.pub2"	"Indomethacin for symptomatic patent ductus arteriosus in preterm infants"	2021
"children_and_adults"	"10.1002/14651858.CD001415.pub4"	"Gabapentin add‐on treatment for drug‐resistant focal epilepsy"	2021
"children_and_adults"	"10.1002/14651858.CD004265.pub4"	"Hand‐washing promotion for preventing diarrhoea"	2021
"children"	"10.1002/14651858.CD001507.pub4"	"Tyrosine supplementation for phenylketonuria"	2021
"children"	"10.1002/14651858.CD013542.pub2"	"Early full enteral feeding for preterm or low birth weight infants"	2020
"children_and_adults"	"10.1002/14651858.CD008367.pub4"	"Oral hygiene care for critically ill patients to prevent ventilator‐associated pneumonia"	2020
"children"	"10.1002/14651858.CD013217.pub2"	"Non‐pharmacological care for opioid withdrawal in newborns"	2020
"children"	"10.1002/14651858.CD012980.pub2"	"Interventions for frostbite injuries"	2020
"children_and_adults"	"10.1002/14651858.CD008500.pub5"	"Primary prophylaxis for venous thromboembolism in ambulatory cancer patients receiving chemotherapy"	2020
"children_and_adults"	"10.1002/14651858.CD006112.pub5"	"Respiratory muscle training for cystic fibrosis"	2020
"children"	"10.1002/14651858.CD012965.pub2"	"Magnesium sulphate for treating acute bronchiolitis in children up to two years of age"	2020
"children"	"10.1002/14651858.CD013046.pub2"	"Vitamin D supplementation for term breastfed infants to prevent vitamin D deficiency and improve bone health"	2020
"children"	"10.1002/14651858.CD012875.pub2"	"Effects of oral vitamin D supplementation on linear growth and other health outcomes among children under five years of age"	2020
"children_and_adults"	"10.1002/14651858.CD012123.pub2"	"N‐acetylcysteine for non‐paracetamol (acetaminophen)‐related acute liver failure"	2020
"children_and_adults"	"10.1002/14651858.CD003048.pub4"	"Probiotics for treating acute infectious diarrhoea"	2020
"children_and_adults"	"10.1002/14651858.CD012829.pub2"	"Interventions to increase patient and family involvement in escalation of care for acute life‐threatening illness in community health and hospital settings"	2020
"children"	"10.1002/14651858.CD011393.pub2"	"Interventions for itch in people with advanced chronic kidney disease"	2020
"children_and_adults"	"10.1002/14651858.CD006768.pub3"	"Interventions for convergence insufficiency: a network meta‐analysis"	2020
"children"	"10.1002/14651858.CD007652.pub7"	"Gene therapy for sickle cell disease"	2020
"children"	"10.1002/14651858.CD001480.pub6"	"Pneumococcal conjugate vaccines for preventing acute otitis media in children"	2020
"children"	"10.1002/14651858.CD013465.pub2"	"Individualized versus standard diet fortification for growth and development in preterm infants receiving human milk"	2020
"children"	"10.1002/14651858.CD007090.pub2"	"Comparison of different protein concentrations of human milk fortifier for promoting growth and neurological development in preterm infants"	2020
"children"	"10.1002/14651858.CD013114.pub2"	"Mechanically assisted walking training for walking, participation, and quality of life in children with cerebral palsy"	2020
"children"	"10.1002/14651858.CD013162.pub2"	"Cognitive behavioural therapy for anxiety disorders in children and adolescents"	2020
"children"	"10.1002/14651858.CD011803.pub2"	"Band ligation versus sclerotherapy for primary prophylaxis of oesophageal variceal bleeding in children with chronic liver disease or portal vein thrombosis"	2020
"children_and_adults"	"10.1002/14651858.CD011772.pub3"	"Rufinamide add‐on therapy for drug‐resistant epilepsy"	2020
"children"	"10.1002/14651858.CD013132.pub2"	"Pharmacological treatment for continuous spike‐wave during slow wave sleep syndrome and Landau‐Kleffner Syndrome"	2020
"children"	"10.1002/14651858.CD013779"	"Interventions to support the resilience and mental health of frontline health and social care professionals during and after a disease outbreak, epidemic or pandemic: a mixed methods systematic review"	2020
"children"	"10.1002/14651858.CD003067.pub5"	"Pit and fissure sealants versus fluoride varnishes for preventing dental decay in the permanent teeth of children and adolescents"	2020
"children"	"10.1002/14651858.CD013449.pub2"	"Myofunctional therapy (oropharyngeal exercises) for obstructive sleep apnoea"	2020
"children_and_adults"	"10.1002/14651858.CD013288.pub2"	"Specialised early intervention teams for recent‐onset psychosis"	2020
"children_and_adults"	"10.1002/14651858.CD013287.pub2"	"Specialised early intervention teams (extended time) for recent‐onset psychosis"	2020
"children_and_adults"	"10.1002/14651858.CD006811.pub4"	"Interventions to reduce body temperature to 35 ⁰C to 37 ⁰C in adults and children with traumatic brain injury"	2020
"children_and_adults"	"10.1002/14651858.CD013400.pub2"	"Physical activity interventions for people with congenital heart disease"	2020
"children_and_adults"	"10.1002/14651858.CD008312.pub4"	"Strategies for improving adherence to antiepileptic drug treatment in people with epilepsy"	2020
"children"	"10.1002/14651858.CD010686.pub2"	"Virtual reality distraction for acute pain in children"	2020
"children"	"10.1002/14651858.CD013298.pub2"	"Systemic interventions for severe atopic and vernal keratoconjunctivitis in children and young people up to the age of 16 years"	2020
"children"	"10.1002/14651858.CD004730.pub5"	"Drug treatments for managing cystic fibrosis‐related diabetes"	2020
"children"	"10.1002/14651858.CD002271.pub3"	"Continuous positive airway pressure (CPAP) for respiratory distress in preterm infants"	2020
"children"	"10.1002/14651858.CD002975.pub2"	"Early versus delayed continuous positive airway pressure (CPAP) for respiratory distress in preterm infants"	2020
"children_and_adults"	"10.1002/14651858.CD004346.pub5"	"Recall intervals for oral health in primary care patients"	2020
"children_and_adults"	"10.1002/14651858.CD013686.pub2"	"Interventions to reduce contaminated aerosols produced during dental procedures for preventing infectious diseases"	2020
"children"	"10.1002/14651858.CD013101.pub2"	"Prophylactic corticosteroids for paediatric heart surgery with cardiopulmonary bypass"	2020
"children"	"10.1002/14651858.CD006047.pub6"	"Household interventions for secondary prevention of domestic lead exposure in children"	2020
"children"	"10.1002/14651858.CD012273.pub2"	"Branched‐chain amino acid supplementation for improving growth and development in term and preterm neonates"	2020
"children"	"10.1002/14651858.CD001912.pub5"	"Prophylactic anti‐staphylococcal antibiotics for cystic fibrosis"	2020
"children_and_adults"	"10.1002/14651858.CD008294.pub5"	"Pine bark (Pinus spp.) extract for treating chronic disorders"	2020
"children_and_adults"	"10.1002/14651858.CD004448.pub7"	"Phytomedicines (medicines derived from plants) for sickle cell disease"	2020
"children"	"10.1002/14651858.CD000433.pub3"	"Protein supplementation of human milk for promoting growth in preterm infants"	2020
"children"	"10.1002/14651858.CD013738"	"Means restriction for the prevention of suicide on roads"	2020
"children"	"10.1002/14651858.CD001862.pub4"	"Interventions for preventing ophthalmia neonatorum"	2020
"children_and_adults"	"10.1002/14651858.CD013206.pub2"	"Systemic treatments for eczema: a network meta‐analysis"	2020
"children_and_adults"	"10.1002/14651858.CD011293.pub3"	"Sublingual immunotherapy for asthma"	2020
"children_and_adults"	"10.1002/14651858.CD012415.pub2"	"Taxation of the fat content of foods for reducing their consumption and preventing obesity or other adverse health outcomes"	2020
"children"	"10.1002/14651858.CD000280.pub3"	"Carbohydrate supplementation of human milk to promote growth in preterm infants"	2020
"children_and_adults"	"10.1002/14651858.CD012417.pub2"	"Psychological and social interventions for the prevention of mental disorders in people living in low‐ and middle‐income countries affected by humanitarian crises"	2020
"children_and_adults"	"10.1002/14651858.CD012081.pub3"	"Psychological treatments for people with epilepsy"	2020
"children_and_adults"	"10.1002/14651858.CD010458.pub3"	"Tafenoquine for preventing relapse in people with   Plasmodium vivax malaria"	2020
"children_and_adults"	"10.1002/14651858.CD009422.pub4"	"Vitamin E supplementation in people with cystic fibrosis"	2020
"children"	"10.1002/14651858.CD013564.pub2"	"Interventions to reduce the time to diagnosis of brain tumours"	2020
"children"	"10.1002/14651858.CD012826.pub2"	"Hydrosurgical debridement versus conventional surgical debridement for acute partial‐thickness burns"	2020
"children_and_adults"	"10.1002/14651858.CD008652.pub4"	"Pharmacotherapy for hyperuricaemia in hypertensive patients"	2020
"children"	"10.1002/14651858.CD000544.pub5"	"Oral 5‐aminosalicylic acid for maintenance of remission in ulcerative colitis"	2020
"children"	"10.1002/14651858.CD008213.pub3"	"Surgical interventions for primary congenital glaucoma"	2020
"children_and_adults"	"10.1002/14651858.CD004834.pub3"	"Interventions for American cutaneous and mucocutaneous leishmaniasis"	2020
"children"	"10.1002/14651858.CD013260.pub2"	"Topical mydriatics as adjunctive therapy for traumatic iridocyclitis"	2020
"children"	"10.1002/14651858.CD000341.pub3"	"Fat supplementation of human milk for promoting growth in preterm infants"	2020
"children_and_adults"	"10.1002/14651858.CD010285.pub3"	"Antibiotic therapy for pelvic inflammatory disease"	2020
"children_and_adults"	"10.1002/14651858.CD012656.pub3"	"Primaquine alternative dosing schedules for preventing malaria relapse in people with   Plasmodium vivax"	2020
"children_and_adults"	"10.1002/14651858.CD004370.pub4"	"Intravenous immunoglobulin for presumed viral myocarditis in children and adults"	2020
"children"	"10.1002/14651858.CD013202.pub2"	"Stem cell‐based interventions for the prevention of morbidity and mortality following hypoxic‐ischaemic encephalopathy in newborn infants"	2020
"children_and_adults"	"10.1002/14651858.CD009438.pub2"	"Mobility management to prevent, reduce, or delay driving a car in teenagers"	2020
"children"	"10.1002/14651858.CD012012.pub2"	"Routine Health Information System (RHIS) improvements for strengthened health system management"	2020
"children_and_adults"	"10.1002/14651858.CD005552.pub3"	"Metformin versus the combined oral contraceptive pill for hirsutism, acne, and menstrual pattern in polycystic ovary syndrome"	2020
"children_and_adults"	"10.1002/14651858.CD007789.pub3"	"Oral non‐steroidal anti‐inflammatory drugs versus other oral analgesic agents for acute soft tissue injury"	2020
"children"	"10.1002/14651858.CD000543.pub5"	"Oral 5‐aminosalicylic acid for induction of remission in ulcerative colitis"	2020
"children_and_adults"	"10.1002/14651858.CD008227.pub4"	"Pancreatic enzyme replacement therapy for people with cystic fibrosis"	2020
"children_and_adults"	"10.1002/14651858.CD011504.pub3"	"Community‐level interventions for improving access to food in low‐ and middle‐income countries"	2020
"children"	"10.1002/14651858.CD013209.pub2"	"Perioperative antibiotics for preventing post‐surgical site infections in solid organ transplant recipients"	2020
"children"	"10.1002/14651858.CD010810.pub4"	"Rituximab for treating inhibitors in people with inherited severe hemophilia"	2020
"children_and_adults"	"10.1002/14651858.CD007302.pub3"	"Vigabatrin add‐on therapy for drug‐resistant focal epilepsy"	2020
"children"	"10.1002/14651858.CD009966.pub3"	"Glucose‐lowering agents for treating pre‐existing and new‐onset diabetes in kidney transplant recipients"	2020
"children"	"10.1002/14651858.CD008058.pub3"	"Topical treatment for facial burns"	2020
"children"	"10.1002/14651858.CD013392.pub2"	"Early fortification of human milk versus late fortification to promote growth in preterm infants"	2020
"children_and_adults"	"10.1002/14651858.CD003146.pub4"	"Blood transfusion for preventing primary and secondary stroke in people with sickle cell disease"	2020
"children"	"10.1002/14651858.CD012241.pub2"	"Education of family members to support weaning to solids and nutrition in later infancy in term‐born infants"	2020
"children"	"10.1002/14651858.CD001416.pub5"	"Zonisamide add‐on therapy for focal epilepsy"	2020
"children"	"10.1002/14651858.CD007037.pub4"	"Beta‐blockers for congestive heart failure in children"	2020
"children_and_adults"	"10.1002/14651858.CD009209.pub3"	"Workplace pedometer interventions for increasing physical activity"	2020
"children"	"10.1002/14651858.CD013006.pub2"	"Interventions for the management of obesity in people with bipolar disorder"	2020
"children_and_adults"	"10.1002/14651858.CD008037.pub4"	"Antibiotic adjuvant therapy for pulmonary infection in cystic fibrosis"	2020
"children"	"10.1002/14651858.CD001304.pub3"	"Dietary interventions for phenylketonuria"	2020
"children"	"10.1002/14651858.CD013268.pub2"	"Statins for asthma"	2020
"children"	"10.1002/14651858.CD012362.pub3"	"Head midline position for preventing the occurrence or extension of germinal matrix‐intraventricular haemorrhage in preterm infants"	2020
"children"	"10.1002/14651858.CD009533.pub2"	"Psychological interventions for psychosis in adolescents"	2020
"children"	"10.1002/14651858.CD007001.pub5"	"Hematopoietic stem cell transplantation for people with sickle cell disease"	2020
"children"	"10.1002/14651858.CD003149.pub4"	"Preoperative blood transfusions for sickle cell disease"	2020
"children_and_adults"	"10.1002/14651858.CD013017.pub2"	"Psychological therapies for women who experience intimate partner violence"	2020
"children"	"10.1002/14651858.CD007783.pub3"	"Lamotrigine add‐on therapy for drug‐resistant generalised tonic‐clonic seizures"	2020
"children"	"10.1002/14651858.CD012011.pub2"	"Use of reflective materials during phototherapy for newborn infants with unconjugated hyperbilirubinaemia"	2020
"children_and_adults"	"10.1002/14651858.CD001901.pub3"	"Levetiracetam add‐on for drug‐resistant focal epilepsy"	2020
"children"	"10.1002/14651858.CD013165.pub2"	"Potassium binders for chronic hyperkalaemia in people with chronic kidney disease"	2020
"children_and_adults"	"10.1002/14651858.CD012970.pub2"	"Probiotic treatment for women with gestational diabetes to improve maternal and infant health and well‐being"	2020
"children_and_adults"	"10.1002/14651858.CD001903.pub5"	"Ketogenic diets for drug‐resistant epilepsy"	2020
"children"	"10.1002/14651858.CD003959.pub4"	"Higher versus lower protein intake in formula‐fed low birth weight infants"	2020
"children"	"10.1002/14651858.CD009829.pub2"	"Cognitive‐behavioural therapy (CBT) interventions for young people aged 10 to 18 with harmful sexual behaviour"	2020
"children_and_adults"	"10.1002/14651858.CD008428.pub3"	"Vitamin A and fish oils for preventing the progression of retinitis pigmentosa"	2020
"children"	"10.1002/14651858.CD012272.pub3"	"Newborn screening for galactosaemia"	2020
"children"	"10.1002/14651858.CD012735.pub2"	"Pitavastatin for lowering lipids"	2020
"children"	"10.1002/14651858.CD005982.pub3"	"Low molecular weight heparin for prevention of central venous catheter‐related thrombosis in children"	2020
"children"	"10.1002/14651858.CD012726.pub2"	"Ventriculo‐peritoneal shunting devices for hydrocephalus"	2020
"children_and_adults"	"10.1002/14651858.CD009528.pub5"	"Standard versus biofilm antimicrobial susceptibility testing to guide antibiotic therapy in cystic fibrosis"	2020
"children"	"10.1002/14651858.CD010004.pub5"	"Antibiotic treatment for nontuberculous mycobacteria lung infection in people with cystic fibrosis"	2020
"children_and_adults"	"10.1002/14651858.CD008482.pub6"	"Vitamin K supplementation for cystic fibrosis"	2020
"children"	"10.1002/14651858.CD000343.pub4"	"Multi‐nutrient fortification of human milk for preterm infants"	2020
"children_and_adults"	"10.1002/14651858.CD013636"	"Effects of total fat intake on body fatness in adults"	2020
"children"	"10.1002/14651858.CD012284.pub3"	"Growth hormone therapy for people with thalassaemia"	2020
"children"	"10.1002/14651858.CD010858.pub3"	"Vitamin D supplementation for sickle cell disease"	2020
"children"	"10.1002/14651858.CD011505.pub2"	"Oral galactagogues (natural therapies or drugs) for increasing breast milk production in mothers of non‐hospitalised term infants"	2020
"children"	"10.1002/14651858.CD008602.pub4"	"Interventions for congenital talipes equinovarus (clubfoot)"	2020
"children"	"10.1002/14651858.CD006961.pub5"	"Combination antimicrobial susceptibility testing for acute exacerbations in chronic infection of Pseudomonas aeruginosa in cystic fibrosis"	2020
